,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,loss,epoch,avg_ari_mask,corr_coef_disc,corr_coef_pos,corr_coef_size,corr_coef_material,corr_coef_shape,corr_coef_color,corr_coef,corr_rank_disc,corr_rank_pos,corr_rank_size,corr_rank_material,corr_rank_shape,corr_rank_color,corr_rank,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
0,1.0,,,,,,,,,,,,,,5.0,0.006626477465033531,129.0,0.6931297183036804,-0.014025527983903885,0.48937809467315674,-0.13259515166282654,-0.11013418436050415,-0.07767409086227417,-0.05814490467309952,0.16703543066978455,0.009314745664596558,0.003574460744857788,0.0004215240478515625,-0.0037181079387664795,-0.007789015769958496,-0.0014498531818389893,0.0018125474452972412,0.199111670255661,0.16660954058170319,0.12023486942052841,0.17996425926685333,0.16312532126903534,0.07006534188985825,0.2651384174823761,0.06978706270456314,0.039916668087244034,0.009278428740799427,0.09516667574644089,0.029946718364953995,0.0003830983187071979,0.0010903928196057677,0.0002067932509817183,0.0008065003785304725,0.1966129094362259,0.09920454770326614,0.23207253217697144,0.11394118517637253,0.04677710309624672,0.05163078010082245,0.09060888737440109,0.14662587642669678,0.011240251362323761,0.007874286733567715,0.05635271221399307,0.025771938264369965,0.0002330801507923752,0.0006517401780001819,0.0003116350853815675,0.0005734461010433733
1,1.0,,,,,,,,,,,,,,6.0,0.0037101823836565018,499.0,0.8811155557632446,-0.01571248285472393,0.4951154589653015,-0.14442765712738037,-0.10349680483341217,-0.07094945758581161,-0.03601890802383423,0.16763800382614136,0.003970623016357422,-0.006773084402084351,0.0007117092609405518,0.0010725855827331543,0.011458873748779297,-0.006201565265655518,0.008199334144592285,0.1915794163942337,0.17095895111560822,0.060089606791734695,0.09124797582626343,0.16450011730194092,0.07985296100378036,0.16466714441776276,0.0668846070766449,0.04388539120554924,0.011818650178611279,0.06706712394952774,0.03524892032146454,0.0003986139199696481,0.0011982287978753448,0.00013159147056285292,0.00044264638563618064,0.19227245450019836,0.1055101603269577,0.1414513736963272,0.07216443121433258,0.042673904448747635,0.047358524054288864,0.051832303404808044,0.12345223873853683,0.008729755878448486,0.011464543640613556,0.04661090299487114,0.025174662470817566,0.0002370086294831708,0.0006931311800144613,0.00022794016695115715,0.00043062682379968464
2,1.0,,,,,,,,,,,,,,7.0,0.007979171350598335,99.0,0.05261232703924179,0.13127627968788147,0.2518061101436615,-0.16525745391845703,-0.10604846477508545,-0.1045234352350235,-0.14726218581199646,0.20595133304595947,-0.01795870065689087,-0.000931084156036377,-0.0004444122314453125,-0.00040087103843688965,0.006718844175338745,-0.000261157751083374,0.00041618943214416504,0.29955756664276123,0.2362806797027588,0.3814294934272766,0.4310595393180847,0.07998675853013992,0.04004697874188423,0.1938060075044632,0.13197915256023407,0.004473139066249132,0.010043196380138397,0.06121862679719925,0.026766883209347725,0.0004302450979594141,0.0009603700018487871,0.0003708474978338927,0.0013049141271039844,0.199690580368042,0.1439070701599121,0.27688702940940857,0.24522562325000763,0.039876215159893036,0.027565553784370422,0.07942119240760803,0.08458816260099411,0.002980028046295047,0.009214211255311966,0.03151087090373039,0.024701658636331558,0.0002801918308250606,0.0005972377839498222,0.00025401567108929157,0.0008642844622954726
3,1.0,,,,,,,,,,,,,,11.0,0.007450748234987259,99.0,0.04696802422404289,0.1033947616815567,0.1999378353357315,-0.15743210911750793,-0.09182650595903397,-0.0957653671503067,-0.13506199419498444,0.16279537975788116,0.002596914768218994,0.006154507398605347,0.009776055812835693,0.009119868278503418,0.0013603270053863525,0.006034374237060547,0.0015363991260528564,0.12940306961536407,0.14652830362319946,0.48920148611068726,0.6184346079826355,0.02686609886586666,0.010119115933775902,0.2818201184272766,0.1601979285478592,0.010470980778336525,0.010408978909254074,0.09531397372484207,0.08113207668066025,0.00020023196702823043,0.00045543015585280955,0.0005334195448085666,0.0013064906233921647,0.08779704570770264,0.09095921367406845,0.3312340974807739,0.3666294515132904,0.0155513109639287,0.009216079488396645,0.1655665636062622,0.114451564848423,0.007997378706932068,0.010552926920354366,0.06130049750208855,0.0680575743317604,0.00013046480307821184,0.00029130111215636134,0.00034896255237981677,0.0008360631763935089
4,1.0,,,,,,,,,,,,,,13.0,0.006420067511498928,131.0,0.8270223736763,0.01670709252357483,0.48494768142700195,-0.16192775964736938,-0.1215769350528717,-0.10320061445236206,-0.08341962844133377,0.19202309846878052,-8.940696716308594e-06,-0.009476900100708008,-0.0012467503547668457,0.0032524466514587402,0.002390652894973755,-0.0040985941886901855,-0.0033628344535827637,0.17898721992969513,0.14018864929676056,0.08714792877435684,0.0901465117931366,0.15449942648410797,0.07464542984962463,0.16468070447444916,0.061152324080467224,0.03916315734386444,0.017970917746424675,0.06087265536189079,0.030045168474316597,0.00036556378472596407,0.0009771095355972648,0.00014270644169300795,0.0005680467584170401,0.18074150383472443,0.08609889447689056,0.15838785469532013,0.06507933884859085,0.04113273695111275,0.050009600818157196,0.06600268930196762,0.11576484143733978,0.006420672405511141,0.015763843432068825,0.040007710456848145,0.024575937539339066,0.0002255520666949451,0.0005871616303920746,0.0002630669914651662,0.0004869316762778908
5,,1.0,,,,,,,,,,,,,0.0,0.008103953674435616,149.0,0.7872887849807739,-0.005642605945467949,0.47552329301834106,-0.16693776845932007,-0.1254529058933258,-0.09918130934238434,-0.07369010895490646,0.16915136575698853,0.0028734803199768066,0.002692878246307373,-0.003606438636779785,-0.005689680576324463,0.004759311676025391,0.003085106611251831,0.011110752820968628,0.17503675818443298,0.13224875926971436,0.08383490145206451,0.09226007759571075,0.14675162732601166,0.07461602985858917,0.16380290687084198,0.056412018835544586,0.035475634038448334,0.01981550268828869,0.06448838114738464,0.03612317889928818,0.00037722589331679046,0.0009934521513059735,0.00014392667799256742,0.0005453101475723088,0.17446307837963104,0.08182507753372192,0.15888594090938568,0.06939225643873215,0.04008524492383003,0.047469351440668106,0.06417164206504822,0.12285533547401428,0.006926991976797581,0.01664668880403042,0.04179347679018974,0.02952754497528076,0.00022299190459307283,0.0005817823694087565,0.0002770946593955159,0.000524631526786834
6,,1.0,,,,,,,,,,,,,5.0,0.00978388823568821,99.0,0.782825767993927,0.021918507292866707,0.511861264705658,-0.17586685717105865,-0.1386338472366333,-0.11581075191497803,-0.09783607721328735,0.20635434985160828,0.004203438758850098,0.004186093807220459,-0.004258573055267334,-0.001536548137664795,-0.009553849697113037,0.004411786794662476,0.0005317032337188721,0.1866145133972168,0.13994541764259338,0.09486881643533707,0.08630014955997467,0.14920395612716675,0.0705593079328537,0.15368078649044037,0.05376901850104332,0.03648965433239937,0.017929941415786743,0.05875485762953758,0.02675202116370201,0.0003713582409545779,0.0009333182242698967,0.00014881369133945554,0.00047325831837952137,0.18172430992126465,0.08560894429683685,0.15642613172531128,0.061312396079301834,0.0407126322388649,0.04672674089670181,0.06159874424338341,0.10467661917209625,0.00645503168925643,0.015918133780360222,0.03742808848619461,0.023509960621595383,0.00022765627363696694,0.0005655100685544312,0.00025835607084445655,0.0004077576450072229
7,,1.0,,,,,,,,,,,,,6.0,0.0047942595556378365,499.0,0.9098526239395142,-0.009575465694069862,0.4814324975013733,-0.13243374228477478,-0.11176896095275879,-0.07660741358995438,-0.042657338082790375,0.1678675413131714,-0.006507962942123413,-0.003834247589111328,0.0017421543598175049,0.0005902945995330811,-0.002225816249847412,-0.0043006837368011475,-0.0015310049057006836,0.16932359337806702,0.14376385509967804,0.05404435470700264,0.07906382530927658,0.15864640474319458,0.06246744096279144,0.14385287463665009,0.05163583159446716,0.04568186402320862,0.00793322641402483,0.061165448278188705,0.023869024589657784,0.0004018483159597963,0.0011540065752342343,0.00013214124192018062,0.0003304349957033992,0.17345735430717468,0.08647100627422333,0.12489252537488937,0.05521075427532196,0.04018189385533333,0.037904564291238785,0.04255621135234833,0.12003404647111893,0.007989502511918545,0.009544756263494492,0.04493112862110138,0.018423303961753845,0.00022889052343089134,0.0006719314842484891,0.00020402077643666416,0.00027921178843826056
8,,1.0,,,,,,,,,,,,,7.0,0.005674452520906925,151.0,0.7792527079582214,-0.01943233422935009,0.45489171147346497,-0.11948391050100327,-0.09885361790657043,-0.06725947558879852,-0.045554570853710175,0.1496807187795639,-0.00049591064453125,-0.008201360702514648,0.0012695789337158203,-0.001980811357498169,-0.0026810169219970703,-0.008095383644104004,0.007930397987365723,0.17545250058174133,0.1460610181093216,0.07693173736333847,0.0821467861533165,0.1371699720621109,0.0655975416302681,0.1435561627149582,0.0478985421359539,0.03388568386435509,0.01735534518957138,0.05628508701920509,0.022439133375883102,0.00037327653262764215,0.0010351967066526413,0.00015367224114015698,0.0004642385756596923,0.17388057708740234,0.08687709271907806,0.14001522958278656,0.05659683048725128,0.034369904547929764,0.04658537358045578,0.05389803647994995,0.10542644560337067,0.005005114711821079,0.015755269676446915,0.03563736751675606,0.017736656591296196,0.0002151416556444019,0.0005728955729864538,0.00023874882026575506,0.00035970492172054946
9,,1.0,,,,,,,,,,,,,11.0,0.0062143681570887566,118.0,0.7190006971359253,0.0669899731874466,0.5469515323638916,-0.2009497433900833,-0.1586948186159134,-0.14264850318431854,-0.13383562862873077,0.25830331444740295,-0.009579837322235107,-0.016864478588104248,-0.007583945989608765,-0.0040254294872283936,-0.0019318461418151855,0.007336646318435669,-0.0038782358169555664,0.3112660348415375,0.30073416233062744,0.14169007539749146,0.17998917400836945,0.1596863716840744,0.07467688620090485,0.20286861062049866,0.06174603849649429,0.039145391434431076,0.008352983742952347,0.06438161432743073,0.015580818057060242,0.00039146453491412103,0.0012328304583206773,0.0001841881894506514,0.0006330928299576044,0.2595854103565216,0.18145695328712463,0.18628139793872833,0.10136260837316513,0.052903562784194946,0.05179917812347412,0.06783416867256165,0.08112289011478424,0.014782494865357876,0.007549824193120003,0.03282815217971802,0.013886923901736736,0.00025256420485675335,0.0007555751944892108,0.00022355334658641368,0.00041534178308211267
