,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,loss,epoch,avg_ari_mask,corr_coef_disc,corr_coef_pos,corr_coef_size,corr_coef_material,corr_coef_shape,corr_coef_color,corr_coef,corr_rank_disc,corr_rank_pos,corr_rank_size,corr_rank_material,corr_rank_shape,corr_rank_color,corr_rank,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
0,1.0,,,,,,,,,,,,,,5.0,0.0019539776258170605,499.0,0.9562110304832458,0.03583066165447235,0.6187902688980103,-0.18969815969467163,-0.15219295024871826,-0.12736792862415314,-0.10077203065156937,0.2575121521949768,0.001456618309020996,-0.0008618533611297607,-0.0026630163192749023,-0.005359351634979248,-0.003734499216079712,0.008658289909362793,-0.005034357309341431,0.16560901701450348,0.10381264239549637,0.039258696138858795,0.045582566410303116,0.16067349910736084,0.08551377803087234,0.08921841531991959,0.029153622686862946,0.048987697809934616,0.012216508388519287,0.037289801985025406,0.017899978905916214,0.00037679614615626633,0.0010431305272504687,8.706278458703309e-05,0.00022441237524617463,0.17972411215305328,0.06413910537958145,0.0810978040099144,0.035089049488306046,0.03578633442521095,0.05034189671278,0.03130821883678436,0.06277268379926682,0.005625252611935139,0.012405578047037125,0.026109222322702408,0.012730204500257969,0.00022749154595658183,0.0006046683993190527,0.00012992935080546886,0.00020919415692333132
1,1.0,,,,,,,,,,,,,,6.0,0.0024755927734076977,499.0,0.9597182273864746,0.07655375450849533,0.5464469194412231,-0.16592809557914734,-0.12742000818252563,-0.10330830514431,-0.07126806676387787,0.2662574052810669,0.014708101749420166,0.0006965994834899902,-0.006144464015960693,-0.008741587400436401,0.0020548999309539795,-0.006729245185852051,-0.0015322566032409668,0.17356188595294952,0.16538172960281372,0.04290923848748207,0.042166005820035934,0.17789600789546967,0.06394674628973007,0.0825316458940506,0.026986131444573402,0.04801967740058899,0.012505833990871906,0.03333498537540436,0.015963342040777206,0.0003862377780023962,0.0010895624291151762,8.714658179087564e-05,0.00029851842555217445,0.19155795872211456,0.1027461513876915,0.08096175640821457,0.03235378488898277,0.04541872814297676,0.03724288195371628,0.03280586376786232,0.046042606234550476,0.005914008244872093,0.01546549703925848,0.021918272599577904,0.010738203302025795,0.00026070012245327234,0.0006321386317722499,0.00013673288049176335,0.0002683478523977101
2,1.0,,,,,,,,,,,,,,7.0,0.002122065983712673,499.0,0.9514583945274353,0.007998966611921787,0.5305155515670776,-0.15755178034305573,-0.11787436157464981,-0.0960802286863327,-0.05519355088472366,0.20113369822502136,0.002704322338104248,0.004492282867431641,-0.0006725788116455078,-0.0025586187839508057,-0.010352551937103271,0.00418853759765625,0.004519373178482056,0.2333192676305771,0.21056385338306427,0.0710446685552597,0.08464991301298141,0.1638236939907074,0.08430656790733337,0.11373505741357803,0.05382407456636429,0.04965030774474144,0.013363617472350597,0.047752607613801956,0.02325291559100151,0.000448869657702744,0.0012916622217744589,0.0001628807804081589,0.000456450303317979,0.2192142903804779,0.13208702206611633,0.11248239874839783,0.06103474274277687,0.04260081797838211,0.045214250683784485,0.03508640080690384,0.08323068916797638,0.01078123040497303,0.011967737227678299,0.03451206907629967,0.01668398641049862,0.0002648778317961842,0.000780873466283083,0.00016327417688444257,0.00034074668656103313
3,1.0,,,,,,,,,,,,,,11.0,0.0023191231302917004,499.0,0.9599138498306274,0.050774410367012024,0.6003942489624023,-0.18069925904273987,-0.14937883615493774,-0.11694526672363281,-0.08797098696231842,0.26373207569122314,-0.006112098693847656,0.0009536147117614746,-0.004951030015945435,-0.005288034677505493,0.008660584688186646,-0.004201382398605347,-0.003544330596923828,0.17290206253528595,0.12997464835643768,0.05258656293153763,0.07248792797327042,0.16745640337467194,0.0808524340391159,0.12546439468860626,0.042168501764535904,0.04975426569581032,0.014036450535058975,0.05195695161819458,0.024828480556607246,0.0003983164206147194,0.0011266425717622042,0.00013683192082680762,0.0005233374540694058,0.18397065997123718,0.08063853532075882,0.11555810272693634,0.053771138191223145,0.042439915239810944,0.047442205250263214,0.04178106412291527,0.0892326831817627,0.008807100355625153,0.014681468717753887,0.034217871725559235,0.01684417389333248,0.00023720934404991567,0.0006498934817500412,0.00018453867232892662,0.000366695603588596
4,1.0,,,,,,,,,,,,,,13.0,0.0021022262517362833,499.0,0.9562115669250488,0.040837015956640244,0.5886523723602295,-0.19776800274848938,-0.15861035883426666,-0.12441127002239227,-0.0961618721485138,0.2508161664009094,-0.002581268548965454,-0.0010421276092529297,0.0009199678897857666,0.00045612454414367676,-0.013805091381072998,0.011198759078979492,0.004580169916152954,0.2091900110244751,0.16960224509239197,0.06614243239164352,0.08227727562189102,0.1688743382692337,0.09136466681957245,0.13850857317447662,0.05209532380104065,0.049977514892816544,0.009649821557104588,0.05837947502732277,0.03158070147037506,0.0004356811987236142,0.0012779979733750224,0.00016327097546309233,0.00042054144432768226,0.20375393331050873,0.10521526634693146,0.1312509924173355,0.06358765065670013,0.04338977485895157,0.051686570048332214,0.046924710273742676,0.09916779398918152,0.010516917333006859,0.010854792781174183,0.042268894612789154,0.02196495607495308,0.0002423996338620782,0.0007467614486813545,0.00020194676471874118,0.0003731776087079197
5,1.0,,,,,,,,,,,,,,17.0,0.0022685532458126545,499.0,0.9598373770713806,0.05819455534219742,0.5911948680877686,-0.19857379794120789,-0.1582399308681488,-0.12700699269771576,-0.09668276458978653,0.2667836546897888,0.0019764304161071777,0.0019620656967163086,-0.007956087589263916,-0.007156491279602051,-0.007887721061706543,0.0024485886096954346,0.00028258562088012695,0.1291111558675766,0.0988374724984169,0.05402512475848198,0.06207927316427231,0.1779625415802002,0.07763136178255081,0.12927387654781342,0.039727650582790375,0.05207069590687752,0.019562095403671265,0.05331037566065788,0.025226285681128502,0.0003259415098000318,0.0007915467140264809,0.00011582037404878065,0.00039556645788252354,0.16591234505176544,0.06383980065584183,0.12332192808389664,0.04857905954122543,0.04477964714169502,0.04577803239226341,0.05159522965550423,0.08501682430505753,0.008797288872301579,0.02485724911093712,0.033498454838991165,0.01823439635336399,0.00022600106603931636,0.00046340242261067033,0.00022967252880334854,0.00039735622704029083
6,1.0,,,,,,,,,,,,,,18.0,0.0022803526371717453,499.0,0.96428382396698,0.06442522257566452,0.6175241470336914,-0.19554093480110168,-0.1645297408103943,-0.13623827695846558,-0.10005614161491394,0.2818838059902191,-0.001655489206314087,-0.002705872058868408,0.005019843578338623,0.00516548752784729,-0.00953739881515503,-0.00023260712623596191,0.0031176507472991943,0.1776803880929947,0.14024800062179565,0.046976298093795776,0.04262785241007805,0.1747896373271942,0.07786307483911514,0.08971916139125824,0.03616445139050484,0.04883863031864166,0.012951504439115524,0.034356553107500076,0.014295928180217743,0.0003848915221169591,0.0010233086068183184,8.331032586283982e-05,0.0002745394012890756,0.1866840124130249,0.08659005910158157,0.08454365283250809,0.0321330651640892,0.04947991669178009,0.046077512204647064,0.032135024666786194,0.05623788759112358,0.008891768753528595,0.014504936523735523,0.02288028784096241,0.010783083736896515,0.0002613179967738688,0.000596827594563365,0.0001377217995468527,0.00023790598788764328
7,1.0,,,,,,,,,,,,,,19.0,0.0015744471456855536,499.0,0.9732383489608765,0.14857152104377747,0.6181179285049438,-0.20956391096115112,-0.1733507215976715,-0.1526372879743576,-0.13377922773361206,0.3549768924713135,0.0017352104187011719,-0.009233593940734863,-0.0026755034923553467,0.0005655288696289062,-0.00809633731842041,-0.0035498738288879395,0.007586866617202759,0.1451580971479416,0.11744708567857742,0.051855530589818954,0.04415283724665642,0.19274874031543732,0.07771699875593185,0.10559748113155365,0.03351856768131256,0.055420905351638794,0.01468112412840128,0.0413229763507843,0.017078446224331856,0.00035540704266168177,0.0008382520172744989,0.00011511408956721425,0.0003278978983871639,0.17574843764305115,0.07417245209217072,0.09773925691843033,0.03385649248957634,0.05503281205892563,0.04490455612540245,0.04237053915858269,0.05154631659388542,0.01051647961139679,0.017006749287247658,0.027041932567954063,0.011669879779219627,0.0002534234372433275,0.0005143025773577392,0.0001734369434416294,0.0003042553726118058
8,1.0,,,,,,,,,,,,,,20.0,0.0018345757853239775,499.0,0.9593009948730469,0.05519265681505203,0.5769737958908081,-0.18034400045871735,-0.14089781045913696,-0.11301468312740326,-0.07453623414039612,0.25900232791900635,-0.0018992424011230469,0.005276709794998169,0.002868086099624634,0.0018503367900848389,0.007477998733520508,-0.0035508275032043457,0.007614314556121826,0.17068782448768616,0.09182298928499222,0.055243268609046936,0.05770692229270935,0.1775573194026947,0.09789004176855087,0.13069120049476624,0.04687138646841049,0.04986485093832016,0.015416090376675129,0.05168700963258743,0.023525241762399673,0.0003861155710183084,0.000952976057305932,0.00013755315740127116,0.00032951374305412173,0.18597163259983063,0.05900757387280464,0.10954567790031433,0.04557647928595543,0.04564317315816879,0.05459750443696976,0.05081552639603615,0.09616877883672714,0.0069327037781476974,0.019252408295869827,0.04051249474287033,0.01630726270377636,0.00024106026103254408,0.0005614610854536295,0.00018394659855403006,0.00031573977321386337
9,,1.0,,,,,,,,,,,,,0.0,0.0014795970637351274,499.0,0.07924188673496246,0.17032134532928467,0.6914397478103638,-0.26101958751678467,-0.21918481588363647,-0.2188761830329895,-0.23622247576713562,0.4006538987159729,0.004247158765792847,-0.0024393200874328613,0.01019337773323059,0.004231125116348267,0.002494305372238159,-0.0006852447986602783,-0.004457443952560425,0.18556499481201172,0.1558031439781189,0.11088234186172485,0.15921153128147125,0.18205450475215912,0.0814976841211319,0.26611679792404175,0.1017305925488472,0.04452123865485191,0.004735300317406654,0.07766283303499222,-0.003925359342247248,0.00034256529761478305,0.0010629261378198862,0.00022879261814523488,0.0007791782845743,0.20000401139259338,0.09845580905675888,0.18138034641742706,0.09822562336921692,0.05711527168750763,0.05369947850704193,0.07294756174087524,0.0589362308382988,0.010799537412822247,0.0052895150147378445,0.025586586445569992,0.008927101269364357,0.0002429763408144936,0.0006771502085030079,0.00025853575789369643,0.0006146581145003438
