,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,images,_runtime,_timestamp,_step,lr-Adam,loss,epoch,avg_ari_mask,corr_coef_disc,corr_coef_pos,corr_coef_size,corr_coef_material,corr_coef_shape,corr_coef_color,corr_coef,corr_rank_disc,corr_rank_pos,corr_rank_size,corr_rank_material,corr_rank_shape,corr_rank_color,corr_rank,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss,_wandb
11,,,1.0,,,,,,,,,,,,0.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",15474,1636734856,39424,0.00015220650309628292,0.0037943103816360235,499,0.914915919303894,-0.018413053825497627,0.5235946178436279,-0.15083250403404236,-0.1104745864868164,-0.08153893053531647,-0.03399316221475601,0.1757132112979889,-0.0003275573253631592,-0.0036793053150177,-0.002359539270401001,-0.003052443265914917,-0.0013494491577148438,0.0056633055210113525,0.002108961343765259,0.17051242291927338,0.1200052797794342,0.053809355944395065,0.09224039316177368,0.1781921684741974,0.08303982764482498,0.17856886982917786,0.06482000648975372,0.05177417770028114,0.013962618075311184,0.07670411467552185,0.04167122766375542,0.00044116185745224357,0.0013316458789631724,0.00014495024515781552,0.0004012813442386687,0.1859283596277237,0.07697075605392456,0.14600591361522675,0.07297635823488235,0.04481663927435875,0.04571272060275078,0.06168857216835022,0.14138181507587433,0.00939525943249464,0.010908189229667187,0.05528085678815842,0.02995355986058712,0.00024370697792619467,0.0007825755747035146,0.0002499249530956149,0.00041475670877844095,{'runtime': 15474}
18,,,,1.0,,,,,,,,,,,5.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",34412,1636738823,39499,0.0001520999838629852,0.002838396467268467,499,0.9039512872695923,-0.018855948001146317,0.5157220363616943,-0.1323431432247162,-0.10363315045833588,-0.06692267209291458,-0.030738629400730133,0.17246684432029724,0.009889990091323853,0.0031797587871551514,0.007482796907424927,0.009708672761917114,0.01552632451057434,-0.004260122776031494,0.0002148449420928955,0.1774711161851883,0.17192305624485016,0.0536595918238163,0.08093974739313126,0.16917234659194946,0.06251216679811478,0.14744223654270172,0.0528765432536602,0.05002392455935478,0.008713044226169586,0.06445051729679108,0.023742051795125008,0.0004348595393821597,0.0014661081368103623,0.00010720260615926236,0.0003754065546672791,0.18378540873527527,0.10480493307113647,0.12537716329097748,0.055537644773721695,0.04312186315655708,0.037080880254507065,0.04465648904442787,0.11583207547664642,0.007706538308411837,0.00794598925858736,0.04742856323719025,0.017886683344841003,0.00024885579477995634,0.000868048460688442,0.00019912621064577252,0.00027378738741390407,{'runtime': 34412}
19,,,,1.0,,,,,,,,,,,6.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",32878,1636737282,39499,0.0001520999838629852,0.0024717419873923063,499,0.05013379827141762,0.1632726639509201,0.6636223793029785,-0.24040047824382782,-0.1984013319015503,-0.19201499223709106,-0.20161080360412598,0.3843570351600647,-0.005704760551452637,0.0003249049186706543,0.005501121282577515,0.0032550394535064697,-0.005544006824493408,0.0034037232398986816,0.0005887150764465332,0.18937933444976807,0.15329356491565704,0.1179492175579071,0.1688280999660492,0.20776815712451935,0.08853775262832642,0.32176825404167175,0.10885129868984222,0.055955078452825546,0.013525268994271755,0.10462299734354019,0.005413688253611326,0.000404758146032691,0.0010202194098383188,0.0002372354210820049,0.0007197619415819645,0.20869360864162445,0.09830056875944138,0.22028757631778717,0.11686092615127563,0.06525441259145737,0.058313656598329544,0.10486233234405518,0.07080819457769394,0.014829933643341064,0.014655917882919312,0.061420608311891556,0.014267333783209324,0.0002778071502689272,0.0006711415480822325,0.0002670272078830749,0.0006642959197051823,{'runtime': 32879}
61,,,,,,,,,,,1.0,,,,6.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",21483,1636740877,39422,0.00015220650309628292,0.0026030009612441063,499,0.92182457447052,0.02094920724630356,0.5694704055786133,-0.17636051774024963,-0.13377314805984497,-0.11173547804355621,-0.07165223360061646,0.2266191840171814,-0.0033537745475769043,-0.004688143730163574,0.00655171275138855,0.009941935539245605,0.009909212589263916,-0.00026041269302368164,0.0037383735179901123,0.16815245151519775,0.1376243233680725,0.060341473668813705,0.06681869924068451,0.17962108552455902,0.08598010987043381,0.1292353719472885,0.04583650082349777,0.05024870112538338,0.017060918733477592,0.051635369658470154,0.029185347259044647,0.0003678629291243851,0.0010051262797787786,0.00011670435196720064,0.00038322032196447253,0.18594728410243988,0.08632852882146835,0.12047426402568817,0.05389699339866638,0.04607420414686203,0.050346460193395615,0.04744047299027443,0.08481744676828384,0.008743871003389359,0.014870957471430302,0.03497450426220894,0.024943970143795013,0.0002461268159095198,0.000594519020523876,0.00020259813754819334,0.00040090701077133417,{'runtime': 21483}
62,,,,,,,,,,,1.0,,,,7.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",33570,1636740425,39499,0.0001520999838629852,0.0020443620160222054,499,0.8850517272949219,-0.035231247544288635,0.4681090712547302,-0.10525095462799072,-0.08354713022708893,-0.0512671023607254,-0.011718979105353355,0.1407715529203415,-0.0044789910316467285,0.001196354627609253,-0.005110263824462891,-0.005528271198272705,0.00047338008880615234,0.0006008148193359375,0.0062937140464782715,0.17816151678562164,0.1636187881231308,0.05002430081367493,0.08220059424638748,0.18575815856456757,0.0862693041563034,0.16489966213703156,0.05206271633505821,0.05347619950771332,0.019626760855317116,0.07043822854757309,0.03062436357140541,0.0004315963597036898,0.0015329649904742837,0.0001270279462914914,0.00039382840623147786,0.18771333992481232,0.10289986431598663,0.12870587408542633,0.060711052268743515,0.04876847565174103,0.04886637628078461,0.062009476125240326,0.13283152878284454,0.009454471059143543,0.013758016750216484,0.05525932088494301,0.022952910512685776,0.0002512883802410215,0.0009203581139445305,0.00023295756545849144,0.0003383031871635467,{'runtime': 33571}
69,,,,,,,,,,,,1.0,,,11.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",33051,1636739914,39492,0.00015215270683614142,0.0034274975769221783,499,0.8803415298461914,-0.019319692626595497,0.4738004207611084,-0.12951776385307312,-0.09202417731285095,-0.05798189342021942,-0.02540840208530426,0.15670327842235565,-0.00840693712234497,0.005163669586181641,-0.00809866189956665,-0.006328701972961426,-0.00788414478302002,-0.0007926821708679199,-0.004231810569763184,0.15628592669963837,0.12137692421674728,0.051482975482940674,0.07980954647064209,0.17431962490081787,0.07244841009378433,0.14825981855392456,0.05976993218064308,0.04921632632613182,0.010342994704842567,0.06333503872156143,0.027552306652069092,0.0003939365269616246,0.0012164340587332845,0.00011000716767739505,0.0003398893750272691,0.17191892862319946,0.07538826763629913,0.12388809025287628,0.058031875640153885,0.045065995305776596,0.03942646086215973,0.0434921570122242,0.11301381886005402,0.007725406438112259,0.01060081273317337,0.0466575101017952,0.02236810326576233,0.0002320505300303921,0.0007118578650988638,0.00020124419825151563,0.0003039958537556231,{'runtime': 33051}
70,,,,,,,,,,,,1.0,,,13.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",32326,1636739193,39473,0.00015215270683614142,0.0031620969530194998,499,0.9236583709716797,0.05117616057395935,0.5434227585792542,-0.1942555010318756,-0.1490405797958374,-0.12139977514743805,-0.07842209190130234,0.24324466288089752,-0.003459036350250244,-0.002707064151763916,-0.005019962787628174,-0.002859830856323242,0.0014581382274627686,0.0016225576400756836,-0.009186625480651855,0.1631527692079544,0.14037805795669556,0.06706078350543976,0.06543213874101639,0.1791456639766693,0.08032986521720886,0.12209402024745941,0.04263865947723389,0.04780379682779312,0.01970309391617775,0.04707701876759529,0.02598651498556137,0.0003733172488864511,0.0009645919199101627,0.00012957290164195,0.00043732355698011816,0.1784462034702301,0.08705458045005798,0.1187843307852745,0.05093582719564438,0.051845476031303406,0.04881973937153816,0.04817480221390724,0.0681164413690567,0.009644309058785439,0.02072620950639248,0.030041629448533058,0.021751606836915016,0.00025065886438824236,0.0005863977130502462,0.00021878050756640732,0.0004454010631889105,{'runtime': 32326}
71,,,,,,,,,,,,,1.0,,0.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",8189,1636722195,39447,0.0001522054480848545,0.005792493000626564,499,0.8734710216522217,0.03891859948635101,0.5818580389022827,-0.1883380115032196,-0.1369093805551529,-0.11110404133796692,-0.07700386643409729,0.24674135446548462,0.003459542989730835,0.0021128058433532715,-0.001588284969329834,-0.0041084885597229,0.0071697235107421875,0.001378566026687622,0.004975110292434692,0.14745669066905975,0.1074444130063057,0.05834593623876572,0.05031008645892143,0.16674397885799408,0.07444339245557785,0.11388964205980301,0.047261640429496765,0.045534953474998474,0.026434777304530144,0.04082409664988518,0.018250780180096626,0.00033704459201544523,0.0007075457833707333,0.00010917326289927587,0.0003516891738399863,0.16878332197666168,0.06721432507038116,0.1017850935459137,0.03802623227238655,0.044206708669662476,0.04565248265862465,0.04331005737185478,0.06214051693677902,0.006253110244870186,0.025664938613772392,0.028301982209086418,0.012482988648116589,0.000222546310396865,0.00044054785394109786,0.00018560601165518165,0.00032083806581795216,{'runtime': 8187}
72,,,,,,,,,,,,,1.0,,5.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",852,1636722890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'runtime': 852}
80,,,,,,,,,,,,,,1.0,7.0,"{'_type': 'images/separated', 'width': 1172, 'height': 652, 'format': 'png', 'count': 1}",33956,1636740822,39447,0.0001522054480848545,0.0039373417384922504,499,0.8841567039489746,-0.025977810844779015,0.4346066117286682,-0.11469493061304092,-0.08872753381729126,-0.06107395142316818,-0.007271445821970701,0.13657042384147644,0.0036682188510894775,0.012418776750564575,-0.007709801197052002,-0.00603872537612915,0.0037920773029327393,-0.006412923336029053,-0.006172299385070801,0.15231363475322723,0.11829035729169846,0.052163317799568176,0.09645712375640869,0.15836651623249054,0.05787242576479912,0.18265961110591888,0.044595230370759964,0.053941868245601654,0.005717971362173557,0.08489695191383362,0.028778985142707825,0.00044686582987196743,0.0012337724911049008,0.00012836867244914174,0.0004831523692701012,0.16699331998825073,0.07229527831077576,0.15881724655628204,0.06701341271400452,0.03923403099179268,0.03337622806429863,0.05886099860072136,0.16812865436077118,0.011008532717823982,0.005182680208235979,0.058043885976076126,0.023679882287979126,0.00022890903346706182,0.000713278423063457,0.00027647303068079054,0.00033723277738317847,{'runtime': 33956}
