,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,loss,avg_ari_mask,corr_coef_disc,corr_coef_pos,corr_coef_size,corr_coef_material,corr_coef_shape,corr_coef_color,corr_coef,corr_rank_disc,corr_rank_pos,corr_rank_size,corr_rank_material,corr_rank_shape,corr_rank_color,corr_rank,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
181,0.5,0.5,,,,,,,,,,,,,19.0,0.0023017264902591705,0.9412131309509277,0.2133254110813141,0.5148548483848572,-0.19371969997882843,-0.16265742480754852,-0.14404289424419403,-0.13451142609119415,0.3733646273612976,-0.004071354866027832,0.013759702444076538,-0.0008665323257446289,0.0032098889350891113,-0.000839531421661377,0.01759442687034607,0.00537458062171936,0.15094400942325592,0.11259360611438751,0.05718225613236427,0.04318251088261604,0.18753264844417572,0.07807254791259766,0.09138338267803192,0.031321581453084946,0.0498453788459301,0.02269621193408966,0.03301374614238739,0.011703794822096825,0.000378406752133742,0.0008996963151730597,0.00012507721839938313,0.0002856209175661206,0.17046838998794556,0.07201863825321198,0.08112441748380661,0.02988348715007305,0.05840687453746796,0.04378538206219673,0.034315552562475204,0.034027907997369766,0.011174038983881474,0.02581740915775299,0.02121114358305931,0.007782024797052145,0.0002585716138128191,0.0005236697033978999,0.00013375472917687148,0.00020651216618716717
182,0.25,0.75,,,,,,,,,,,,,19.0,0.0024038178380578756,0.9461745023727417,0.03425240144133568,0.5528086423873901,-0.1487143337726593,-0.12487173080444336,-0.09770059585571289,-0.06447844207286835,0.23198828101158142,-0.003879249095916748,-0.00025963783264160156,0.003069251775741577,0.0023126304149627686,-0.004574298858642578,-0.001597970724105835,-0.005386054515838623,0.19805355370044708,0.1361657679080963,0.059304315596818924,0.06105896085500717,0.15925747156143188,0.07529924064874649,0.11399124562740326,0.04006143659353256,0.04423851519823074,0.012900863774120808,0.049376167356967926,0.026737360283732414,0.00041137562948279083,0.0011940361000597477,0.00013232885976321995,0.00030209790566004813,0.19386929273605347,0.08253428339958191,0.11140960454940796,0.04924575611948967,0.040618035942316055,0.04424281418323517,0.038440827280282974,0.07873892784118652,0.007415246218442917,0.016320396214723587,0.03282061964273453,0.0184777844697237,0.00024696209584362805,0.0006689439760521054,0.0001723924360703677,0.00034902183688245714
183,0.1,0.9,,,,,,,,,,,,,19.0,0.0017727725207805634,0.961869478225708,0.18728357553482056,0.5251718759536743,-0.2021283656358719,-0.16662004590034485,-0.14777573943138123,-0.12973137199878693,0.3545182943344116,-0.001838088035583496,-0.004118293523788452,-0.009498000144958496,-0.010974109172821045,0.008570492267608643,-0.0013741254806518555,-0.001431107521057129,0.143610879778862,0.10357049852609634,0.04262269288301468,0.032477524131536484,0.16694261133670807,0.05944007262587547,0.07245893031358719,0.016385480761528015,0.044272150844335556,0.013164997100830078,0.02943875826895237,0.007795203011482954,0.00031409517396241426,0.000815804407466203,8.495125075569376e-05,0.00016996395424939692,0.16518434882164001,0.06614881008863449,0.07378166168928146,0.023231228813529015,0.04476594552397728,0.033101700246334076,0.029276972636580467,0.03299233689904213,0.009040224365890026,0.016413196921348572,0.01782740093767643,0.005066071171313524,0.00023678160505369306,0.0004639946564566344,0.00012369740579742938,0.0001234526134794578
184,0.9,0.1,,,,,,,,,,,,,20.0,0.00257150293327868,0.9476218223571777,0.03297832980751991,0.5657393932342529,-0.16525429487228394,-0.13115887343883514,-0.10663200914859772,-0.06806419789791107,0.23567074537277222,0.004225790500640869,0.00030919909477233887,0.004394620656967163,0.003161489963531494,-0.003575146198272705,0.005482584238052368,-0.006555378437042236,0.17717261612415314,0.1443222016096115,0.053373079746961594,0.0602162629365921,0.17568045854568481,0.08575760573148727,0.12851670384407043,0.049814555794000626,0.04676993191242218,0.011131138540804386,0.053110428154468536,0.026151295751333237,0.0003766092413570732,0.001159199164249003,0.0001154752098955214,0.00034599396167322993,0.19028137624263763,0.08892308920621872,0.1197071447968483,0.051367804408073425,0.04551137611269951,0.05008716881275177,0.04431934282183647,0.0928734764456749,0.006904948502779007,0.010519294999539852,0.03640107437968254,0.017467603087425232,0.0002401914243819192,0.0006691448506899178,0.00020057326764799654,0.00038528951699845493
185,0.75,0.25,,,,,,,,,,,,,20.0,0.0023564444854855537,0.950353741645813,0.0070595997385680676,0.5275551080703735,-0.15061518549919128,-0.12647949159145355,-0.0927438735961914,-0.052291177213191986,0.199164018034935,0.006635069847106934,-0.010294973850250244,0.004358559846878052,0.0020668506622314453,-0.005797743797302246,-0.005073666572570801,0.00788089632987976,0.22129063308238983,0.1914062798023224,0.061991654336452484,0.08278512209653854,0.159550279378891,0.1023750975728035,0.13394515216350555,0.06507691740989685,0.05037118121981621,0.012051021680235863,0.05713885277509689,0.02521272748708725,0.0004608067683875561,0.0016246733721345663,0.0001695097889751196,0.0005337027832865715,0.20434148609638214,0.11955847591161728,0.12016449123620987,0.06161949038505554,0.04282918944954872,0.05290623754262924,0.041007328778505325,0.09081970900297165,0.011681904084980488,0.012325793504714966,0.040186576545238495,0.017859384417533875,0.0002598546852823347,0.0009833946824073792,0.00019939323829021305,0.0004006466770078987
186,0.5,0.5,,,,,,,,,,,,,20.0,0.0019041255582123995,0.9609910845756531,0.05589325726032257,0.5793604850769043,-0.18490555882453918,-0.15148964524269104,-0.12358604371547699,-0.08791044354438782,0.26051783561706543,0.00935673713684082,-0.002193629741668701,-0.00892108678817749,-0.005233585834503174,-0.001489877700805664,-0.006192028522491455,0.004527449607849121,0.19356945157051086,0.17452892661094666,0.058864694088697433,0.0766286626458168,0.16538918018341064,0.08618158847093582,0.11942701041698456,0.045403774827718735,0.0467461422085762,0.011299660429358482,0.047840822488069534,0.022220397368073463,0.00041171329212374985,0.0013152225874364376,0.00013081794895697385,0.00048044088180176914,0.1928512454032898,0.10774771869182587,0.11123941093683243,0.05582529678940773,0.04459705948829651,0.04840530827641487,0.0403551384806633,0.07820294797420502,0.010193169116973877,0.011961517855525017,0.031717780977487564,0.015788381919264793,0.00024078221758827567,0.000775817665271461,0.0001713225501589477,0.0003400620480533689
187,0.25,0.75,,,,,,,,,,,,,20.0,0.0020395820029079914,0.9610311985015869,0.11078409850597382,0.5339851379394531,-0.1729619950056076,-0.14454308152198792,-0.11892418563365936,-0.09594908356666565,0.29139867424964905,0.0025241076946258545,0.001829385757446289,0.0002810955047607422,0.0033172667026519775,-0.004895031452178955,-0.0039823055267333984,0.011264204978942871,0.15223254263401031,0.13752184808254242,0.05159861221909523,0.04893384501338005,0.1939801275730133,0.0735802873969078,0.09725481271743774,0.03016669489443302,0.05244908109307289,0.018882067874073982,0.03688841685652733,0.013345342129468918,0.000385219173040241,0.0010100705549120903,0.00010102085070684552,0.00034037083969451487,0.18051007390022278,0.08591385185718536,0.09108497202396393,0.03461192920804024,0.05623241141438484,0.04271271452307701,0.036024309694767,0.04658569023013115,0.011291159316897392,0.019207481294870377,0.02367579936981201,0.009730478748679161,0.00026099089882336557,0.0006058228318579495,0.00015363303828053176,0.00028003021725453436
188,0.1,0.9,,,,,,,,,,,,,20.0,0.002028919756412506,0.7161487936973572,0.03340216353535652,0.43124717473983765,-0.14133736491203308,-0.11671103537082672,-0.08858365565538406,-0.06926336884498596,0.18687081336975098,-0.006857097148895264,0.006578296422958374,0.0014912188053131104,-0.003680586814880371,-0.014509439468383789,-0.007116734981536865,-0.005970418453216553,0.3106945753097534,0.28662362694740295,0.10083417594432831,0.08975617587566376,0.13204728066921234,0.07390853762626648,0.0857345312833786,0.03388972580432892,0.027871105819940567,0.0013581454986706376,0.024495286867022514,0.010417018085718155,0.00034265918657183647,0.0010841044131666422,0.00013791168748866767,0.0003863780584651977,0.23931105434894562,0.17349007725715637,0.10309039056301117,0.05899207293987274,0.04184918850660324,0.04071955755352974,0.03298667445778847,0.04358210042119026,0.0067872400395572186,0.00350047810934484,0.013268747366964817,0.006925715133547783,0.00020450899319257587,0.00064083345932886,0.00012826095917262137,0.00025470388936810195
189,0.9,,0.1,,,,,,,,,,,,0.0,0.0021194687578827143,0.9586331844329834,0.046067073941230774,0.5746331214904785,-0.18117418885231018,-0.14881232380867004,-0.11780756711959839,-0.08619490265846252,0.2502487301826477,-0.0028536319732666016,-0.010031938552856445,-0.005016684532165527,-0.0035666823387145996,-0.0009017288684844971,0.004208624362945557,-0.009837210178375244,0.17714062333106995,0.13819053769111633,0.05081513524055481,0.0609956756234169,0.1699548065662384,0.08634543418884277,0.11979375034570694,0.0472213514149189,0.04830828309059143,0.013981991447508335,0.04744415730237961,0.02349097467958927,0.0003785440349020064,0.0010599783854559064,0.00012762215919792652,0.00035271706292405725,0.18856745958328247,0.08646571636199951,0.10404493659734726,0.04766680672764778,0.0427216999232769,0.04917062819004059,0.04111497849225998,0.08708711713552475,0.0075683677569031715,0.01454474963247776,0.03787871450185776,0.016142403706908226,0.00023341787164099514,0.0006281211390160024,0.00017009995644912124,0.0003232915769331157
190,0.75,,0.25,,,,,,,,,,,,0.0,0.0026133577339351177,0.9510337710380554,0.03664499148726463,0.5548327565193176,-0.15022194385528564,-0.12140759080648422,-0.09397101402282715,-0.06085381284356117,0.23485609889030457,-0.017119109630584717,-0.009379863739013672,-0.00884053111076355,-0.010680317878723145,0.00013777613639831543,-0.011016249656677246,0.0033600330352783203,0.15561461448669434,0.09783969074487686,0.06545045971870422,0.0620603933930397,0.16069398820400238,0.08087307959794998,0.1453624963760376,0.052327509969472885,0.045444753021001816,0.010106630623340607,0.05696868896484375,0.020735956728458405,0.00033699089544825256,0.0008854923653416336,0.00015161975170485675,0.0003430669894441962,0.16733767092227936,0.06081688031554222,0.1291319578886032,0.04679546505212784,0.04302508756518364,0.04558045417070389,0.05357902869582176,0.11328405886888504,0.008830499835312366,0.011725165881216526,0.044694989919662476,0.01447231788188219,0.00022533911396749318,0.0005226486828178167,0.00023597381368745118,0.0003136915620416403
