,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
0,1.0,,,,,,,,,,,,,,1.0,0.2237914800643921,0.16886892914772034,0.14174459874629974,0.17195440828800201,0.1949477642774582,0.08645480126142502,0.28364720940589905,0.12845352292060852,0.04696609079837799,0.009645105339586735,0.08348708599805832,0.017904704436659813,0.0004139843222219497,0.0010948459384962916,0.0002461995754856616,0.00069281185278669,0.21820195019245148,0.10474030673503876,0.1975243240594864,0.10563027858734131,0.0657048225402832,0.056719277054071426,0.09923021495342255,0.08486726135015488,0.01360391080379486,0.01183935347944498,0.05189956724643707,0.01935821957886219,0.0002766069956123829,0.0006932496326044202,0.00023607122420798987,0.0005699832108803093
1,1.0,,,,,,,,,,,,,,2.0,0.1678033173084259,0.12535184621810913,0.07699589431285858,0.07648598402738571,0.16466103494167328,0.08127366006374359,0.15567855536937714,0.05013851076364517,0.04440222680568695,0.01170306745916605,0.06122802570462227,0.027609966695308685,0.0003615299065131694,0.0009787550661712885,0.0001292314555030316,0.00045712169958278537,0.1777164787054062,0.07823222875595093,0.14538009464740753,0.056678514927625656,0.042147863656282425,0.051394592970609665,0.060731180012226105,0.11178142577409744,0.00765621243044734,0.01182065811008215,0.04013821855187416,0.02096962183713913,0.00022657490626443177,0.0005890959873795509,0.00023063874687068164,0.00041022588266059756
2,1.0,,,,,,,,,,,,,,3.0,0.25162434577941895,0.20439718663692474,0.14822924137115479,0.15019021928310394,0.17205817997455597,0.07490126043558121,0.21575236320495605,0.11564905196428299,0.036569006741046906,0.013036906719207764,0.05531545728445053,0.02109505422413349,0.0003762493433896452,0.0010156468488276005,0.00021500501316040754,0.0006060548475943506,0.2215600162744522,0.12094906717538834,0.1738632619380951,0.0807572454214096,0.05883052945137024,0.05237220600247383,0.07007749378681183,0.08780977874994278,0.009993495419621468,0.012412051670253277,0.03017684817314148,0.018464595079421997,0.0002626488858368248,0.0006644959794357419,0.0002136175608029589,0.0004367507644928992
3,1.0,,,,,,,,,,,,,,4.0,0.21144209802150726,0.1587066948413849,0.13763785362243652,0.181645005941391,0.20056962966918945,0.09155964106321335,0.30452343821525574,0.10096205025911331,0.05107717588543892,0.012257963418960571,0.10621556639671326,0.010320129804313183,0.00041406176751479506,0.001057834830135107,0.0002540359564591199,0.000777177105192095,0.2128334641456604,0.0981077253818512,0.22627440094947815,0.11587494611740112,0.06721559166908264,0.06383337080478668,0.09369010478258133,0.07287038117647171,0.014831959269940853,0.012972427532076836,0.06464166939258575,0.014953981153666973,0.0002745272358879447,0.0006804120494052768,0.00026738428277894855,0.0006488604703918099
4,,1.0,,,,,,,,,,,,,0.0,0.2818939685821533,0.2438386231660843,0.14076058566570282,0.17597456276416779,0.1965140551328659,0.0925396978855133,0.24004952609539032,0.09178727865219116,0.04570051282644272,0.013392346911132336,0.0718189999461174,0.01712898164987564,0.00038416648749262094,0.0012335516512393951,0.00020992303325328976,0.0006557926535606384,0.250210702419281,0.15001969039440155,0.18824519217014313,0.10186958312988281,0.06701239943504333,0.059914372861385345,0.0794372633099556,0.07652118802070618,0.015535431914031506,0.012581118382513523,0.03784911707043648,0.016897384077310562,0.0002642122271936387,0.0007796223508194089,0.00019236041407566518,0.0004857757594436407
5,,1.0,,,,,,,,,,,,,1.0,0.2518402636051178,0.18175554275512695,0.14576518535614014,0.17661067843437195,0.20365209877490997,0.09313899278640747,0.26642003655433655,0.1280738115310669,0.04613069072365761,0.015762383118271828,0.07768964022397995,0.01585368625819683,0.00040203132084570825,0.0011228591902181506,0.00024392869090661407,0.0006970232352614403,0.23680178821086884,0.11667776852846146,0.18975861370563507,0.10508472472429276,0.0704575702548027,0.06064140796661377,0.09508734196424484,0.09262058883905411,0.015316237695515156,0.015857627615332603,0.04843268543481827,0.01833343505859375,0.00027887470787391067,0.0007273282390087843,0.0002238399611087516,0.0005486007430590689
6,,1.0,,,,,,,,,,,,,2.0,0.2186233103275299,0.16762450337409973,0.1441725492477417,0.19029565155506134,0.20251794159412384,0.09196564555168152,0.2995818555355072,0.1252303421497345,0.04986678063869476,0.013234819285571575,0.09632981568574905,0.015437472611665726,0.00041608838364481926,0.0010950913419947028,0.0002642731415107846,0.0007977370405569673,0.21579745411872864,0.10609012842178345,0.21271656453609467,0.11964472383260727,0.07177501916885376,0.062154997140169144,0.1013605147600174,0.07505995780229568,0.016977328807115555,0.013787136413156986,0.06284892559051514,0.01735038496553898,0.0002780793874990195,0.000715171336196363,0.0002441961842123419,0.0006943948683328927
7,,1.0,,,,,,,,,,,,,3.0,0.1745297610759735,0.12292136251926422,0.08132179081439972,0.06564880162477493,0.16701765358448029,0.07605156302452087,0.13514527678489685,0.04691018909215927,0.04353028163313866,0.019062338396906853,0.05238718539476395,0.02309378795325756,0.00036464983713813126,0.0008587330230511725,0.00012850528582930565,0.0003874319954775274,0.17928621172904968,0.07759806513786316,0.13096345961093903,0.048552095890045166,0.04561493545770645,0.047276027500629425,0.053661100566387177,0.08708981424570084,0.0075911302119493484,0.017724953591823578,0.03512917459011078,0.017390182241797447,0.00023388295085169375,0.0005164950271137059,0.0001999210799112916,0.0003586193488445133
8,,1.0,,,,,,,,,,,,,4.0,0.2458573430776596,0.20284971594810486,0.12429901957511902,0.1276349127292633,0.18737544119358063,0.08667131513357162,0.16932077705860138,0.06799390912055969,0.04711156710982323,0.011934075504541397,0.05388728529214859,0.02058464288711548,0.0003625226963777095,0.0010387731017544866,0.00017328416288364679,0.0005172450910322368,0.22523009777069092,0.11857137829065323,0.1601608544588089,0.0708724856376648,0.05835053697228432,0.05742724612355232,0.06492974609136581,0.09409622848033905,0.01131193246692419,0.014234174974262714,0.03529474139213562,0.016966616734862328,0.0002579794963821769,0.0006698982324451208,0.00020743985078297555,0.0003838751290459186
9,,,1.0,,,,,,,,,,,,0.0,0.24642612040042877,0.21071338653564453,0.14975754916667938,0.11157002300024033,0.077936552464962,0.04527333378791809,0.08866963535547256,0.05116014555096626,0.012703698128461838,0.006602882873266935,0.014300934970378876,0.010155190713703632,0.00029887116397731006,0.0008098462712951005,0.0001600379910087213,0.0002970329369418323,0.17161422967910767,0.1189582571387291,0.11164120584726334,0.0554673857986927,0.0262112058699131,0.02543186955153942,0.02640489861369133,0.03585083410143852,0.0022331762593239546,0.007207467220723629,0.0041973404586315155,0.009659777395427227,0.00021388768800534308,0.0005833570030517876,0.00013274884258862585,0.000204366966499947
