,Unnamed: 0,iid,shape_0,size_0,color_0,material_0,appr_corr_0,material_0shape_0,shape_0color_0,size_0material_0,material_0shape_0color_0,size_0material_0color_0,size_0material_0shape_0,size_0shape_0color_0,intr_corr_0,seed,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
0,0.0,1.0,,,,,,,,,,,,,,1.0,0.2128015905618667,0.1637698113918304,0.1234510689973831,0.1669637858867645,0.2130781263113021,0.1032408028841018,0.2852145135402679,0.1318650990724563,0.0532733127474784,0.0144044021144509,0.0756250396370887,0.0198675841093063,0.0004015546874143,0.0011817449703812,0.0002307015965925,0.000682067242451,0.2187640517950058,0.1028705760836601,0.1750167310237884,0.0970533862709999,0.0721598044037818,0.0687670037150383,0.1078388169407844,0.0928988233208656,0.0157850850373506,0.0147990761324763,0.0457978211343288,0.0201431438326835,0.0002758193877525,0.000745637807995,0.000204335883609,0.0004913068842142
1,1.0,1.0,,,,,,,,,,,,,,2.0,0.1052160486578941,0.0633656159043312,0.055105198174715,0.0992743521928787,0.1831451058387756,0.0832859426736831,0.244787186384201,0.080083429813385,0.0574921555817127,0.0125523339956998,0.1053603291511535,0.0575814358890056,0.0003340456751175,0.0007638410897925,0.0001381922047585,0.0005844034603796,0.1503021419048309,0.0442028455436229,0.190083160996437,0.0856198668479919,0.0428563766181468,0.0429182201623916,0.0922311693429946,0.2278197407722473,0.0109580671414732,0.0085022067651152,0.0795730277895927,0.0386462211608886,0.0001990093587664,0.0004433109425008,0.0003289002052042,0.0005900858086533
2,2.0,1.0,,,,,,,,,,,,,,3.0,0.2401722967624664,0.1837154328823089,0.135002851486206,0.1694798618555069,0.2110943347215652,0.0929038003087043,0.2760102748870849,0.1012119650840759,0.0504020638763904,0.0143730780109763,0.0868269205093383,0.016383983194828,0.000416764174588,0.001111313002184,0.0002247906377306,0.0006332437042146,0.2330741286277771,0.1160216182470321,0.1962008029222488,0.1015027910470962,0.0712262392044067,0.0599077455699443,0.1011788919568061,0.0870715826749801,0.0164227467030286,0.0142117291688919,0.0581473335623741,0.0186489801853895,0.0002847373834811,0.0007149648154154,0.0002173159300582,0.0005095432861708
3,3.0,1.0,,,,,,,,,,,,,,4.0,0.1574496179819107,0.1108079403638839,0.0743686407804489,0.0942136868834495,0.1699999719858169,0.0900342687964439,0.1954310089349746,0.0615120939910411,0.0484562888741493,0.0141860377043485,0.0779905468225479,0.0359348729252815,0.0003492633695714,0.000954235845711,0.0001356701541226,0.0005178867140784,0.1749342530965805,0.0710219591856002,0.169497013092041,0.0705026164650917,0.045647632330656,0.0545864887535572,0.076119989156723,0.1605404317378997,0.0120731359347701,0.0125120421871542,0.0580566376447677,0.0259952526539564,0.0002208951336797,0.0005877118674106,0.0002827524149324,0.0004575702187139
4,4.0,,1.0,,,,,,,,,,,,,0.0,0.213455468416214,0.1730498522520065,0.1312586814165115,0.1691610217094421,0.2066392749547958,0.0905610993504524,0.2786071598529815,0.0920710265636444,0.0530549697577953,0.0125664789229631,0.0862271636724472,0.0134178604930639,0.0003978603635914,0.0011957205133512,0.0002282675268361,0.0007365514757111,0.2158371061086654,0.1077532842755317,0.1876771003007888,0.1037362143397331,0.0659870207309722,0.0592666082084178,0.0987781286239624,0.0751657634973526,0.0144217452034354,0.012098042294383,0.0539004169404506,0.0154849309474229,0.0002671779948286,0.0007509182323701,0.0002149595675291,0.0005431128665804
5,5.0,,1.0,,,,,,,,,,,,,1.0,0.214868888258934,0.1615965515375137,0.1360276341438293,0.1680768579244613,0.2085422575473785,0.090554304420948,0.2871119379997253,0.1173355057835578,0.0524129383265972,0.0118325054645538,0.0845941603183746,0.0157431345432996,0.0004044163506478,0.0011073863133788,0.0002299603365827,0.0006551289116032,0.2194149494171142,0.1018311381340026,0.1892461478710174,0.1008576974272728,0.0681960508227348,0.0566957481205463,0.1074190884828567,0.0872767791152,0.0145626170560717,0.0148074114695191,0.055177666246891,0.0192750431597232,0.0002811047306749,0.0007044350495561,0.0002256841253256,0.0005180296720936
6,6.0,,1.0,,,,,,,,,,,,,2.0,0.1282297521829605,0.0854705348610878,0.0609596371650695,0.0951790586113929,0.1744172424077987,0.0653778463602066,0.1941906958818435,0.0568969696760177,0.0521494559943676,0.0081529300659894,0.0861352309584617,0.0370272621512413,0.0003614854940678,0.0009761746623553,0.0001216810633195,0.0004783079784829,0.1595281511545181,0.0523880273103714,0.1620785295963287,0.0701965168118476,0.0432790070772171,0.0381491295993328,0.0675641074776649,0.1764685809612274,0.0089734150096774,0.0075643085874617,0.0656180679798126,0.0277541298419237,0.0002149557694792,0.0005513376672752,0.0002688865351956,0.000403593032388
7,7.0,,1.0,,,,,,,,,,,,,3.0,0.2062589824199676,0.1561834067106247,0.1428435742855072,0.1888683438301086,0.2080232352018356,0.0971439257264137,0.3162957429885864,0.1116427183151245,0.0544748418033123,0.0147035960108041,0.1109447628259658,0.0142041482031345,0.0004058327758684,0.0010618525557219,0.0002624387852847,0.0008219201117753,0.2154438495635986,0.1009645387530326,0.2350404262542724,0.1284232288599014,0.0681419000029563,0.0604779236018657,0.1141067743301391,0.0768543258309364,0.0162121076136827,0.0142908981069922,0.0884317085146904,0.0168270803987979,0.0002817119820974,0.0006993123679421,0.0002989417989738,0.000714742403943
8,8.0,,1.0,,,,,,,,,,,,,4.0,0.1607342511415481,0.1212169229984283,0.0756755918264389,0.101798303425312,0.1635224819183349,0.0782582536339759,0.1885672658681869,0.0604581385850906,0.0467312112450599,0.0113411666825413,0.0800298303365707,0.0394767671823501,0.0003482275933492,0.0010309716453775,0.0001297941053053,0.000541737768799,0.1708622276782989,0.0758084133267402,0.1657515168190002,0.0770933255553245,0.0444410145282745,0.0467264503240585,0.070085734128952,0.1605976819992065,0.0122843384742736,0.0103538176044821,0.0612171404063701,0.0289382822811603,0.000218197790673,0.000612121191807,0.0002752591390162,0.0004759044968523
9,9.0,,,1.0,,,,,,,,,,,,0.0,0.1944386065006256,0.1529247611761093,0.1290166825056076,0.1778025031089782,0.2047583013772964,0.0874978527426719,0.3099945187568664,0.0917149037122726,0.0548117272555828,0.0098696472123265,0.1010222658514976,0.0088042942807078,0.0003952525148633,0.0010301005095243,0.0002422497054794,0.0007362040923908,0.2066750079393386,0.0945817679166793,0.206615075469017,0.1147043630480766,0.0659759044647216,0.0576499886810779,0.113312155008316,0.0698700323700904,0.0156959909945726,0.0127451214939355,0.068169467151165,0.0135099850594997,0.0002685350191313,0.0006566010415554,0.0002391101006651,0.0005809619906358
10,10.0,,,1.0,,,,,,,,,,,,1.0,0.2619141638278961,0.2320969104766845,0.1415123641490936,0.1428469270467758,0.1911728829145431,0.0905944108963012,0.2046205401420593,0.0974652096629142,0.0452131889760494,0.0097274798899889,0.0558105930685997,0.0176093000918626,0.0003620662027969,0.0011322069913148,0.0001926627592183,0.0005319959600456,0.2379994839429855,0.1352819055318832,0.1689742505550384,0.0746008083224296,0.0633018761873245,0.06175547093153,0.0691192299127578,0.0903492867946624,0.0121067063882946,0.0128849232569336,0.0322464890778064,0.0173439756035804,0.000262181245489,0.0007554476615041,0.000215789565118,0.0003939746238756
11,11.0,,,1.0,,,,,,,,,,,,2.0,0.1346688419580459,0.0991827473044395,0.0581071563065052,0.0718422010540962,0.1576130986213684,0.075400523841381,0.1573964357376098,0.0467748865485191,0.0456645898520946,0.01418237388134,0.0662116408348083,0.0282644852995872,0.000333827396389,0.0008828834979794,9.654826135374606e-05,0.0003869611537083,0.1554802507162094,0.061567023396492,0.137843906879425,0.0548545829951763,0.0387233719229698,0.0490533076226711,0.0537381954491138,0.1186893805861473,0.0094156255945563,0.0113708516582846,0.0429665111005306,0.0231906734406948,0.0002035979268839,0.0005356483743526,0.0002316383761353,0.0004018944746349
12,12.0,,,1.0,,,,,,,,,,,,3.0,0.13420470058918,0.0940094292163848,0.0692215636372566,0.073242962360382,0.1665250360965728,0.0824294090270996,0.168278157711029,0.0549080781638622,0.048860877752304,0.0162105523049831,0.0689596980810165,0.0383285470306873,0.0003254850453231,0.0008554236264899,0.0001211325361509,0.0004700413846876,0.156314417719841,0.0607391968369483,0.1492739468812942,0.0608549527823925,0.0437198542058467,0.0503244251012802,0.0652059167623519,0.1208208575844764,0.0117714330554008,0.0141801889985799,0.0455965846776962,0.02729700691998,0.0002135891118086,0.0005347691476345,0.000257431238424,0.0004972853930667
13,13.0,,,1.0,,,,,,,,,,,,4.0,0.161412164568901,0.1137223541736602,0.0760728195309639,0.0772803425788879,0.1586773842573166,0.0761955305933952,0.1587581038475036,0.0522296875715255,0.0461699068546295,0.011941441334784,0.0676642879843711,0.031417790800333,0.0003501192259136,0.0009948770748451,0.0001207104724016,0.000398094241973,0.1678728610277176,0.0710944011807441,0.1472280770540237,0.0609669387340545,0.0428646281361579,0.0473464652895927,0.0607170686125755,0.121598944067955,0.0113846687600016,0.0111536886543035,0.0472876839339733,0.0232974253594875,0.0002252952253911,0.0006059812149032,0.0002416830247966,0.0004178406670689
14,14.0,,,,1.0,,,,,,,,,,,0.0,0.2255595326423645,0.172658160328865,0.133555606007576,0.1675256490707397,0.2137915045022964,0.09889966994524,0.2728832066059112,0.0814463421702385,0.0554941594600677,0.0098414067178964,0.0857704058289527,0.0146250892430543,0.0004066080146003,0.0012117711594328,0.0002107759064529,0.0006377332028932,0.2257077842950821,0.1055402010679245,0.1909516751766204,0.1002985313534736,0.0698858052492141,0.0652511119842529,0.1045382916927337,0.0913199409842491,0.0174685586243867,0.0145567776635289,0.0591585449874401,0.0174958743155002,0.0002796838525682,0.0007826787186786,0.0002238288725493,0.0004864803922828
15,15.0,,,,1.0,,,,,,,,,,,1.0,0.2047964632511139,0.1550193428993225,0.1338347494602203,0.1868074983358383,0.2069299519062042,0.090579442679882,0.3061068952083587,0.1215345859527587,0.0531730055809021,0.0120017100125551,0.0983289033174514,0.014886955730617,0.0004028912517242,0.0010408215457573,0.0002500684349797,0.0008426921558566,0.2120443880558014,0.0963694900274276,0.2070608139038086,0.1167643070220947,0.0700411573052406,0.0590225830674171,0.1107045486569404,0.079285979270935,0.0151188932359218,0.0135109098628163,0.067528136074543,0.01752595230937,0.0002749768900685,0.0006548191304318,0.000251219375059,0.0006229497375898
16,16.0,,,,1.0,,,,,,,,,,,2.0,0.1421210765838623,0.0986366644501686,0.0560955144464969,0.068047747015953,0.1632222980260849,0.0862923040986061,0.1576873660087585,0.0607796385884285,0.0448753423988819,0.0118977343663573,0.0619913600385189,0.0291682314127683,0.0003423634334467,0.0009719061199575,0.000105022736534,0.0003716913633979,0.163317397236824,0.0617886297404766,0.130565658211708,0.0531743913888931,0.0391299352049827,0.0530550554394722,0.0529845245182514,0.1145206838846206,0.0066186259500682,0.0107090901583433,0.0390620008111,0.0211551059037446,0.0002075223310384,0.0005741888307966,0.0002129803033312,0.0003392562794033
